uid,bd_earner_only,bd_members_respfor,bd_bizsector,e_total_employees,e_fulltime_employees,e_parttime_employees,e_casual_employees,e_male_employees,e_female_employees,e_related_employees,e_refugees_employees,Howmanyemployeesarefromthe,sr_bank_account,sr_pri_inc_sourcs,sr_access_newfunds,IfYesinQ31howhaveyouacce,sr_access,sr_access_1,sr_access_2,sr_access_3,sr_access_4,sr_access_5,sr_access_6,sr_access_7,sr_access_8,sr_access_9,sr_access_no,Onaveragehowmanycustomersd,sr_customers_hwmny,OUTLIERCHECKONTHENUMBEROFC,sr_customers_main,sr_records_keepb,sr_mnthly_sales_total,OUTLIERCHECKONTHEAVERAGEMON,sr_fluctuations,sr_revstreams_most,sr_revstreams_least,BI,BJ,BK,BL,Onascaleof1to5where1me,knwrate_sales,knwrate_ops_mgt,knwrate_invent_mgt,knwrate_bkeeping,knwrate_cashflow,skill_imprv1,skill_imprv2,skill_imprv3,skill_imprv4,Howmanymealsdoesyourhouseho,liv_meals_number_base,Inthelast4monthsdidyoubu,liv_assetsbght_4mnths,liv_cookingfuel,CB,CC,liv_expnseschl_3mnths,liv_expnsecooking,liv_expnsehhclthng,liv_expnserent,liv_expnsetrans_comm,aec_knowledge
part/KE16012104590,Yes,7,Fashion,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Loan From Family/Friends,0,0,0,20000,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,90,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County), Sma",Yes,40000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,High Transportation Costs,,,,2,2,1,1,1,Sales,Book Keeping,Cash Flow And Inventory Management,,,Twice A Day,Three Times A Week Or More,None,Firewood,Charcoal,,500,1100,1000,400,1000,Aec-Kenya Staff
part/KE16012104591,No,5,Shop & Retail,1,1,0,0,0,1,0,1,0,No,My Own Business,No,,Personal Savings,0,2000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,15000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,1,1,1,1,1,Sales,Book Keeping,Cash Flow And Inventory Management,,,Twice A Day,Once A Week,None,Firewood,,,400,200,500,300,100,Aec-Kenya Staff
part/KE16012104592,Yes,1,Shop & Retail,3,3,0,0,3,0,0,3,0,Yes,My Own Business,No,,Personal Savings,10000,0,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,600000,Outlier,"Yes, Strongly Flactuating",December,Februrary,Competing Expenditure From Other Needs,,,,,2,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,,,Twice A Day,Twice A Week,None,Firewood,Charcoal,,300,1500,4000,200,2000,Aec-Kenya Staff
part/KE16012104593,Yes,8,Hospitality And Tourism & Hotel,2,2,0,0,0,2,1,2,0,No,My Own Business,No,,"Personal Savings, Loan From Family/Friends",0,10000,0,10000,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,600,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,10000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,2,3,3,3,Sales,Book Keeping,Cash Flow And Inventory Management,,,Twice A Day,Once A Week,None,Charcoal,,,3000,900,600,200,500,Aec-Kenya Staff
part/KE16012104594,Yes,2,Timber,1,0,0,0,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,50000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,600,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County), Sma",No,20000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,Less Supply Of Goods,Disruption Of Supply Chain,High Transportation Costs,,2,3,4,3,3,Sales,Book Keeping,Cash Flow And Inventory Management,,,Once A Day,Once A Week,None,Firewood,Charcoal,,1000,500,1000,500,1000,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104595,Yes,7,Grocery,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1500,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,30000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,4,3,4,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Twice A Day,Twice A Week,None,Firewood,Charcoal,,2000,1100,2000,200,1000,Aec-Kenya Staff
part/KE16012104596,Yes,1,Butchery,2,2,0,0,2,0,1,2,0,No,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,450,,Individuals From The Camp (Refugee Customers),No,20000,,"Yes, Somewhat Flactuating",November,Februrary,Competing Expenditure From Other Needs,,,,,2,2,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,1000,4600,0,1500,Aec-Kenya Staff
part/KE16012104597,Yes,4,Shop & Retail,2,2,0,0,1,1,1,2,0,No,My Own Business,No,,Personal Savings,0,80000,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,600,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,50000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,4,3,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,3000,500,3000,200,1000,Aec-Kenya Staff
part/KE16012104598,Yes,1,Shop & Retail,2,2,0,0,1,0,0,0,0,No,My Own Business,No,,Loan From Family/Friends,0,0,0,16000,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,500,,Individuals From The Camp (Refugee Customers),Yes,10000,,"No, Somewhat Stable",December,January,Competing Expenditure From Other Needs,,,,,4,3,4,3,4,Sales,,,,,Twice A Day,Once A Week,None,Charcoal,,,0,1400,0,0,700,Aec-Kenya Staff
part/KE16012104599,Yes,6,Shop & Retail,4,4,0,0,4,0,0,4,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,210,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,300000,Outlier,"Yes, Somewhat Flactuating",November,Februrary,Poor Weather,Competing Expenditure From Other Needs,Less Supply Of Goods,,,1,2,1,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Twice A Day,Twice A Week,None,Firewood,Charcoal,,3000,600,4000,0,1500,Aec-Kenya Staff
part/KE16012104600,Yes,6,Shop & Retail,2,2,0,0,2,0,0,2,0,Yes,My Own Business,No,,He Worked Hard To Start The Business,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,480000,Outlier,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,1500,1500,6000,1500,Fellow Entrepreneur/Business Owner
part/KE16012104601,Yes,13,Shop & Retail,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,The Business Has Not Accessed Any Loan,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,700000,Outlier,"Yes, Somewhat Flactuating",September,Februrary,Competing Expenditure From Other Needs,,,,,3,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Three Times And More,Twice A Week,None,Firewood,Charcoal,,20000,1500,3000,0,1500,Aec-Kenya Staff
part/KE16012104602,Yes,9,Shop & Retail,2,1,1,0,2,0,0,2,0,Yes,My Own Business,Yes,Personal Savings,Personal Savings,0,0,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,30000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,2,2,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Three Times And More,Once A Week,None,Charcoal,,,300,1100,2000,200,1000,Aec-Kenya Staff
part/KE16012104603,No,1,Electronics And Fresh,1,1,0,0,0,1,0,1,0,No,My Own Business,No,,Personal Savings,200,25000,0,25000,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,400,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,20000,,"Yes, Somewhat Flactuating",January,December,Poor Weather,Competing Expenditure From Other Needs,,,,3,3,3,2,2,Sales,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,,Twice A Day,None,None,Firewood,,,0,500,1000,200,1500,Aec-Kenya Staff
part/KE16012104604,Yes,8,Shop & Retail,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,30000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,2,3,3,3,Sales,Book Keeping,Cash Flow And Inventory Management,,,Twice A Day,Three Times A Week Or More,None,Firewood,,,300,1100,3000,200,1000,Aec-Kenya Staff
part/KE16012104605,Yes,8,Grocery,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,"Personal Savings, Loan From Family/Friends",0,20000,0,20000,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,300,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,15000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Twice A Day,Twice A Week,None,Charcoal,,,300,1200,3000,300,700,Aec-Kenya Staff
part/KE16012104606,Yes,15,Drinks,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,0,7000,0,6000,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,8000,,"Yes, Strongly Flactuating",December,January,Poor Weather,Competing Expenditure From Other Needs,,,,3,2,4,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,,Twice A Day,Twice A Week,None,Firewood,Charcoal,,0,1400,2000,200,1400,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
part/KE16012104607,Yes,2,Shop & Retail,2,2,0,0,2,0,1,2,0,Yes,My Own Business,No,,Personal Savings,0,70000,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,258,,Individuals From The Camp (Refugee Customers),No,30000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,3,4,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,0,700,3000,2000,1500,Aec-Kenya Staff
part/KE16012104608,No,3,Fashion,1,1,0,0,0,1,0,0,1,No,My Own Business,No,,Personal Savings,0,4000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,100,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,40000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,3,4,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,,,Twice A Day,Three Times A Week Or More,None,Gas,Charcoal,,200,3000,2000,3100,2500,Aec-Kenya Staff
part/KE16012104609,Yes,11,Shop & Retail,2,2,0,0,2,0,1,2,0,Yes,My Own Business,No,,He Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,300000,Outlier,"Yes, Somewhat Flactuating",November,January,Competing Expenditure From Other Needs,,,,,3,3,3,4,2,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Firewood,,,0,0,20000,0,4000,Aec-Kenya Staff
part/KE16012104610,Yes,5,Personal Services,4,4,0,0,1,3,0,4,0,Yes,My Own Business,No,,She Has Not Accessed Any Finance,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,150,,Individuals From The Camp (Refugee Customers),No,90000,,"Yes, Strongly Flactuating",September,Februrary,Competing Expenditure From Other Needs,,,,,2,3,4,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Three Times A Week Or More,None,Firewood,,,0,1500,0,0,1500,Aec-Kenya Staff
part/KE16012104611,Yes,4,Grocery,1,1,0,0,0,1,0,1,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,10000,,"Yes, Strongly Flactuating",December,Februrary,Poor Weather,Competing Expenditure From Other Needs,,,,3,4,3,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,,,Three Times And More,Three Times A Week Or More,None,Charcoal,,,5000,1100,3000,200,800,Aec-Kenya Staff
part/KE16012104612,Yes,4,Shop & Retail,2,2,0,0,2,0,0,2,0,Yes,"My Own Business, Support From Family, Partner In The Household",No,,Personal Savings,0,200000,0,130000,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1800,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,1200000,Outlier,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,High Transportation Costs,,,,3,3,3,2,2,Sales,Operations Management,Book Keeping,Cash Flow And Inventory Management,,Three Times And More,Once A Week,None,Firewood,Charcoal,,0,1100,3000,200,1000,Aec-Kenya Staff
part/KE16012104613,Yes,13,Shop & Retail,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,She Has Not Accessed Any New Loans,0,0,0,0,0,0,0,0,0,I Have Never Thought About Credit As An Option,I Have Never Thought About Credit As An Option,300,,Individuals From The Camp (Refugee Customers),No,12000,,"Yes, Somewhat Flactuating",January,Februrary,Competing Expenditure From Other Needs,,,,,3,4,3,2,1,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,Twice A Day,Twice A Week,None,Charcoal,,,20000,1500,3000,0,1500,Aec-Kenya Staff
part/KE16012104614,Yes,5,Salon Grocery,1,1,0,0,0,1,0,1,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,"I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable, I Do Not Qualify For Credit, Or I",I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,450,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",No,33000,,"Yes, Somewhat Flactuating",December,January,Competing Expenditure From Other Needs,,,,,2,3,3,3,2,Sales,Operations Management,Cash Flow And Inventory Management,,,Three Times And More,Twice A Week,None,Charcoal,,,300,900,2000,200,600,Aec-Kenya Staff
part/KE16012104615,Yes,1,Motorbike,2,2,0,0,2,0,0,2,0,Yes,My Own Business,No,,Personal Savings,0,15000,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,600,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,15000,,"Yes, Somewhat Flactuating",December,January,Poor Weather,Competing Expenditure From Other Needs,,,,3,2,2,3,2,Sales,Investment Readiness (How Ready Are You For Inves,Book Keeping,Cash Flow And Inventory Management,,Twice A Day,Twice A Week,None,Charcoal,,,0,1000,2000,1500,1000,Aec-Kenya Staff
part/KE16012104616,Yes,5,Shop & Retail,1,1,0,0,1,0,0,1,0,No,My Own Business,No,,Personal Savings,0,0,0,0,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,350,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,15000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,2,2,2,3,Sales,Operations Management,Cash Flow And Inventory Management,,,Three Times And More,Three Times A Week Or More,None,Charcoal,,,200,1500,2000,200,1000,Aec-Kenya Staff
part/KE16012104617,Yes,1,Butchery,1,1,0,0,1,0,0,1,0,Yes,My Own Business,No,,Personal Savings,0,40000,0,20000,0,0,0,0,0,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,I Do Not Trust Financial Institutions/Debt Makes Me Uncomfortable,1000,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,30000,,"Yes, Strongly Flactuating",December,January,Competing Expenditure From Other Needs,,,,,4,4,3,3,3,Operations Management,Investment Readiness (How Ready Are You For Inves,Book Keeping,,,Once A Day,Once A Week,None,Charcoal,,,0,900,1000,200,1500,Aec-Kenya Staff
part/KE16012104618,No,11,Garage,2,2,0,0,2,0,0,2,0,Yes,My Own Business,No,,Personal Savings,1000,22000,0,13000,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,200,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,25000,,"Yes, Strongly Flactuating",December,Februrary,Competing Expenditure From Other Needs,Disruption Of Supply Chain,,,,3,3,2,3,3,Sales,Operations Management,Investment Readiness (How Ready Are You For Inves,Cash Flow And Inventory Management,,Twice A Day,Three Times A Week Or More,None,Charcoal,,,300,800,2000,3000,1000,Aec-Kenya Staff
part/KE16012104619,Yes,6,Grocery,2,1,1,0,0,2,1,2,0,No,My Own Business,No,,Personal Savings,0,0,0,5000,0,0,0,0,0,"I Have Never Thought About Credit As An Option, I Do Not Trust Financial Institutions/Debt Makes Me",I Have Never Thought About Credit As An Option,900,,"Individuals From The Camp (Refugee Customers), Individuals From Host Community (Turkana County)",Yes,15000,,"Yes, Somewhat Flactuating",December,January,Poor Weather,Competing Expenditure From Other Needs,Less Supply Of Goods,,,3,3,3,3,3,Sales,Book Keeping,Cash Flow And Inventory Management,,,Three Times And More,Three Times A Week Or More,None,Firewood,Charcoal,,300,700,2000,9000,500,"Fellow Entrepreneur/Business Owner, Aec-Kenya Staf"
